,reviewText,Category,overall
1035583,Transports You to Other Times,CDs_and_Vinyls,1
591384,Perfect!,CDs_and_Vinyls,1
563903,What Invincible should have been,CDs_and_Vinyls,1
755497,opio penetrate the minds eye,CDs_and_Vinyls,1
18020,Sticky Situation,CDs_and_Vinyls,1
157402,Great product!,Beauty,1
1008373,Top-tier Stravinsky,CDs_and_Vinyls,1
701261,Crack Band!,CDs_and_Vinyls,1
350393,Baerwald's best,CDs_and_Vinyls,1
26764,Awesome,Sports_and_Outdoors,1
141079,The perfect family camping light,Sports_and_Outdoors,1
98236,clean skin,Beauty,1
153025,"Good, basic, tough knife",Sports_and_Outdoors,1
44236,The boy can't help it.,CDs_and_Vinyls,1
444539,Magnificent............,CDs_and_Vinyls,1
371368,Trick Or Treat Or Surfs Up,CDs_and_Vinyls,1
951675,"Love it, Love it, Love it",CDs_and_Vinyls,1
229087,Nice little strips,Sports_and_Outdoors,1
170451,Fabulous!,Beauty,1
688317,GREAT!!!!,CDs_and_Vinyls,1
588515,ULTIMATE HITS Delivers In Spades,CDs_and_Vinyls,1
651694,the place to start,CDs_and_Vinyls,1
51716,excellent concealment holster,Sports_and_Outdoors,1
599089,"Tight, Adventurous, and RIPPING!",CDs_and_Vinyls,1
368605,How it feels to be something brilliant...,CDs_and_Vinyls,1
24737,Baby's favorite toy,Baby,1
114035,"might not fit your vacuum, but once it does it's great!",Baby,1
811837,money on my miiiiinddd....,CDs_and_Vinyls,1
724027,The Blues Suite,CDs_and_Vinyls,1
131411,Amazing!,Beauty,1
802567,Extreme Growth,CDs_and_Vinyls,1
270534,It was great when it all began... and it still is!,CDs_and_Vinyls,1
323636,One of the greatest singles ever!,CDs_and_Vinyls,1
236401,Great Safe,Sports_and_Outdoors,1
141999,"Very versatile, durable water-proof zippered pouch that is machine-washable!",Baby,1
252223,"Calm down, the lot of you..",CDs_and_Vinyls,1
21681,Nice knife,Sports_and_Outdoors,1
986075,A Very Solid Effort...If Only Diddy could rap...,CDs_and_Vinyls,1
130340,Awesome lipstick - The best I have ever used,Beauty,1
889534,The Lord Of The Rings,CDs_and_Vinyls,1
351274,A favorite of mine.,CDs_and_Vinyls,1
327077,Really worth it.,CDs_and_Vinyls,1
54893,Love this stuff!,Beauty,1
50309,Great!!,Baby,1
56058,Standard issue for us,Baby,1
239312,Cheap and functional,Sports_and_Outdoors,1
1073514,What a wonderful discovery,CDs_and_Vinyls,1
102491,Fits the Maclaren,Baby,1
823924,Suprisingly Good,CDs_and_Vinyls,1
152001,ToeSox Half Toe Yoga/Pilates Toe Socks With Grips,Sports_and_Outdoors,1
129815,Rock and Roll!!!,CDs_and_Vinyls,1
401569,SUPERFINE,CDs_and_Vinyls,1
278688,They will see you coming...,Sports_and_Outdoors,1
1046105,9/10 - Wonderful (4.5/5),CDs_and_Vinyls,1
649378,Duran Duran,CDs_and_Vinyls,1
142129,Kinda stings,Beauty,1
27732,Long lasting lip balm,Beauty,1
105613,Tactical band,Sports_and_Outdoors,1
150163,LOVE for traveling,Baby,1
787637,WOW  4.5,CDs_and_Vinyls,1
707361,Sublime,CDs_and_Vinyls,1
141466,"WHY, OH WHY Couldn't fate have let these guys still be recording?",CDs_and_Vinyls,1
326399,Crime Jazz,CDs_and_Vinyls,1
75344,Refreshing!!!!,Beauty,1
828951,every song on here is great of course,CDs_and_Vinyls,1
679539,Great album,CDs_and_Vinyls,1
88128,Odor free,Sports_and_Outdoors,1
21958,Must have it,Baby,1
66171,Groove to the decadence!!!,CDs_and_Vinyls,1
600490,Count me one of them,CDs_and_Vinyls,1
841052,The Brothers Brought the Funk&Nothing but the funk,CDs_and_Vinyls,1
65338,Easily held by an infant,Baby,1
231953,My Favorite Blades for Hunting,Sports_and_Outdoors,1
57553,Excellent,Sports_and_Outdoors,1
611901,"""  FANTOZZTIC JOB!  """,CDs_and_Vinyls,1
9097,Delightful!,Amazon_Instant_Video,1
1032175,AWESOME!!,CDs_and_Vinyls,1
739338,Shania Twain - Greatest Hits,CDs_and_Vinyls,1
447106,Melodic Thrash/Death Metal At Its Best,CDs_and_Vinyls,1
76329,The one thing I wouldn't get rid of for a million bucks!,Baby,1
36853,"No toxic smell, Great Brush, Great Coverage",Beauty,1
196932,It Works,Beauty,1
706089,kmk do it again,CDs_and_Vinyls,1
679029,Wonderful album!,CDs_and_Vinyls,1
905316,"As good as ""In Between Dreams""",CDs_and_Vinyls,1
26662,The ULTIMATE In Flames Album.,CDs_and_Vinyls,1
20348,just,Amazon_Instant_Video,1
348612,Limp hand squids... prepare for whacks...,CDs_and_Vinyls,1
53894,The Greatest Soul Album Ever Made,CDs_and_Vinyls,1
395476,Extraordinary,CDs_and_Vinyls,1
46955,"For my money, this is their best",CDs_and_Vinyls,1
255600,Very Comfortable Double Protection,Sports_and_Outdoors,1
342851,umm,CDs_and_Vinyls,1
239174,What An Album - What A Man!,CDs_and_Vinyls,1
119848,Martika,CDs_and_Vinyls,1
739192,Country the Way It's Suppose to Be,CDs_and_Vinyls,1
30972,"Great product, more reliable than generic knock-offs",Office_Products,1
842588,Very Impressive Debut,CDs_and_Vinyls,1
721505,Exceptional Metal orchestration,CDs_and_Vinyls,1
116066,Perfect for us!,Baby,1
237551,Excellent,Sports_and_Outdoors,1
797343,20th Century Masters: Millennium Collection Dramatics,CDs_and_Vinyls,1
27161,King Diamond Defines Horror,CDs_and_Vinyls,1
57604,Best ExerSaucer I've Seen,Baby,1
45760,Coolest scooter,Sports_and_Outdoors,1
85555,Great idea,Baby,1
821939,Be Sure to get the Version with the DVD,CDs_and_Vinyls,1
360504,Great Album,CDs_and_Vinyls,1
161798,very nice,Beauty,1
1007661,"Calming, Melodic Lullabies to soothe babies and adults with heavy hearts",CDs_and_Vinyls,1
1036105,Very organic,CDs_and_Vinyls,1
81770,"Ching, ching...",Sports_and_Outdoors,1
613466,Love it.,CDs_and_Vinyls,1
440766,DMX's Best Album,CDs_and_Vinyls,1
572920,An Underappreciated Singer/Songwriter,CDs_and_Vinyls,1
106036,Works Well in the Wind,Sports_and_Outdoors,1
825996,WOW!,CDs_and_Vinyls,1
450635,The way it should be done,CDs_and_Vinyls,1
400875,&quot;Where I Wanna Be&quot; is one of the best albums out now.,CDs_and_Vinyls,1
53647,Great quality!,Baby,1
108536,fast,Sports_and_Outdoors,1
82834,These are a great value!,Sports_and_Outdoors,1
1045756,magestic...cosmic...music from the heart to the heart,CDs_and_Vinyls,1
722901,KILLER SOFTROCK REMIXING OF CLASSICS,CDs_and_Vinyls,1
1082262,Love the cd,CDs_and_Vinyls,1
169521,Black Yoga Blocks-Set,Sports_and_Outdoors,1
156852,good product.,Beauty,1
443888,The best of the 1970s!!,CDs_and_Vinyls,1
144645,Great bath toys,Baby,1
99615,Nice combs,Beauty,1
7936,Munchkin Twisty,Baby,1
1047592,Welcome to Our Triumph,CDs_and_Vinyls,1
577272,Album of the year!,CDs_and_Vinyls,1
871445,Fans have been waiting for this one!!,CDs_and_Vinyls,1
102400,Love these little ducks!,Baby,1
74041,Great Product!,Beauty,1
1094868,Not the same old story,CDs_and_Vinyls,1
94369,too hard to find :(,CDs_and_Vinyls,1
114661,Great Collection!,CDs_and_Vinyls,1
845844,hot album,CDs_and_Vinyls,1
95087,Oh yeah!,Beauty,1
5239,who doesn't need more rubber bands?,Office_Products,1
631097,Unbelievable,CDs_and_Vinyls,1
12065,Amazing,Sports_and_Outdoors,1
62904,Love these,Baby,1
969106,Good rode music,CDs_and_Vinyls,1
909019,awesome!!,CDs_and_Vinyls,1
889431,French splendor with Thibaudet & Dutoit,CDs_and_Vinyls,1
628912,songs that rock,CDs_and_Vinyls,1
969780,A Petty Must,CDs_and_Vinyls,1
609404,A VIEW TO KILL Fanfare and DR. NO Suite are Essentials,CDs_and_Vinyls,1
255788,Great,Sports_and_Outdoors,1
520535,Spectacular recording; the best,CDs_and_Vinyls,1
1037428,This album really grabs me.,CDs_and_Vinyls,1
530387,"Wow, what a woman.",CDs_and_Vinyls,1
177133,Great warmer!,Sports_and_Outdoors,1
638304,A truely classic heavy metal band at it's best,CDs_and_Vinyls,1
403595,SWINGINGEST CROONER OF ALL,CDs_and_Vinyls,1
1024079,Beautiful Music,CDs_and_Vinyls,1
496634,still got it!,CDs_and_Vinyls,1
361901,PRICE/CORELLI/VON KARAJAN: La GLOIRE Carmen!!,CDs_and_Vinyls,1
80417,Love This!,Beauty,1
190855,NAP APACHE DROP DOWN ARROW REST,Sports_and_Outdoors,1
751636,Live Recording,CDs_and_Vinyls,1
231460,A must Have,Sports_and_Outdoors,1
58814,"Worked first time, every time",Sports_and_Outdoors,1
1078042,Five Stars,CDs_and_Vinyls,1
1080674,There is no one like Elton John,CDs_and_Vinyls,1
1076798,"BOC is back, and better than ever!",CDs_and_Vinyls,1
601687,Incredible...,CDs_and_Vinyls,1
168790,A Great Surprise,CDs_and_Vinyls,1
277135,Subtle Greatness,CDs_and_Vinyls,1
73224,Afterimage,CDs_and_Vinyls,1
417857,Superb Capsule,CDs_and_Vinyls,1
184010,I so love her.,CDs_and_Vinyls,1
156286,Ideal for on the go,Baby,1
121719,Great,Beauty,1
231445,Excellent record,CDs_and_Vinyls,1
921754,max conquers again,CDs_and_Vinyls,1
531843,I'm Disappointed in Amazon's reviewers!  Ugggh.,CDs_and_Vinyls,1
8920,nice one!,Office_Products,1
212882,One of the best rock albums of the 90's,CDs_and_Vinyls,1
207583,A Diamond in the Mine,CDs_and_Vinyls,1
222889,Queen of pop?,CDs_and_Vinyls,1
95757,My Review,Sports_and_Outdoors,1
12693,Great line!,Sports_and_Outdoors,1
272345,"17-minute version of ""Vida"" not on ""Best Of,"" but rocks!",CDs_and_Vinyls,1
420348,Guster's Best Album,CDs_and_Vinyls,1
258529,Tac Force TF-707RD Assisted Folding Knife...,Sports_and_Outdoors,1
753222,It will go unnoticed...Pity.,CDs_and_Vinyls,1
516032,A very pleasant surprise,CDs_and_Vinyls,1
364055,Dave Ruffin is an all time favorite,CDs_and_Vinyls,1
209033,What a TRUE Greatest Hits album OUGHT to be...,CDs_and_Vinyls,1
1026511,and I LOVE it. Very rocking,CDs_and_Vinyls,1
982621,Outstanding Achievement!!!,CDs_and_Vinyls,1
117021,very pretty,Beauty,1
120451,panzer v,Sports_and_Outdoors,1
30875,Works like it should,Beauty,1
948144,A Live Concert to Introduce You to Bruce,CDs_and_Vinyls,1
120270,Can't Be Beat.,CDs_and_Vinyls,1
209193,"SOG  Micron II Tanto Knife, Black",Sports_and_Outdoors,1
226734,My Most Prized Possession,CDs_and_Vinyls,1
1081879,"""Solo Artist"" is a good colour on her!",CDs_and_Vinyls,1
771832,creates some impossible hybrid bridging the gap between classic progressive rock and modern emo metalcore,CDs_and_Vinyls,1
718617,WINNERS ALL!,CDs_and_Vinyls,1
19651,Zaps Zits!,Beauty,1
24918,Great giraffe but seam tore,Baby,1
631506,Worth it.,CDs_and_Vinyls,1
677052,LeAnn Rimes Greatest Hits,CDs_and_Vinyls,1
713233,"Utterly Amazing, as usual!",CDs_and_Vinyls,1
634208,great album,CDs_and_Vinyls,1
79177,My Old Trek Really Benefitted,Sports_and_Outdoors,1
577765,You must buy this one!,CDs_and_Vinyls,1
113840,The only thing that prevents flats,Sports_and_Outdoors,1
309265,Excellent CD,CDs_and_Vinyls,1
10588,"Witty, Bawdy, Clever",Amazon_Instant_Video,1
5769,3,Sports_and_Outdoors,1
1021750,Great Music,CDs_and_Vinyls,1
793726,Thank you for Guilty Pleasures!,CDs_and_Vinyls,1
118947,My baby loves it. Great Gym.,Baby,1
800274,A Must Have,CDs_and_Vinyls,1
533406,Why are so many people buying this CD for the Hanson Song?,CDs_and_Vinyls,1
291887,DON'T BUY SOG FLASH 2 MODEL!,Sports_and_Outdoors,1
484203,Titanic Live!,CDs_and_Vinyls,1
625254,Great listen,CDs_and_Vinyls,1
56492,Love these!,Beauty,1
843234,I have GOT to see these guys live someday...,CDs_and_Vinyls,1
10237,Storage Wars Season 2 [HD],Amazon_Instant_Video,1
113552,5 star finale for pink,CDs_and_Vinyls,1
135718,Finally hearing what was meant to be heard.,CDs_and_Vinyls,1
345448,Put me in the camp of those who love this album,CDs_and_Vinyls,1
1623,"As usual, Perfect lighting for camping.",Sports_and_Outdoors,1
935202,OMG!,CDs_and_Vinyls,1
920318,GREAT!!!,CDs_and_Vinyls,1
964426,Bleach is an Awesome album!,CDs_and_Vinyls,1
177973,Love it!,Beauty,1
100200,moon river-andy williams,CDs_and_Vinyls,1
677666,Stay with me,CDs_and_Vinyls,1
1035450,SEXY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,CDs_and_Vinyls,1
440318,This Album is So Real!,CDs_and_Vinyls,1
47391,My holy grail of conditioners,Beauty,1
163180,"fair bore sighter,",Sports_and_Outdoors,1
141591,Hammer Time!,Sports_and_Outdoors,1
11986,Love this scrub,Beauty,1
490378,Does it get any better?,CDs_and_Vinyls,1
120156,Good knife for the price,Sports_and_Outdoors,1
175930,Zeppelin at their best,CDs_and_Vinyls,1
321570,Sophomore Syndrome,CDs_and_Vinyls,1
221787,LAST FAITH NO MORE ALBUM!!!!,CDs_and_Vinyls,1
173003,Cheap solid alternative to a sword,Sports_and_Outdoors,1
676203,Bob's Your Uncle,CDs_and_Vinyls,1
443500,smashing pumpkins- &quot;Machina/The machines of god&quot;,CDs_and_Vinyls,1
1006143,Bobby V understads R&B needs restoration!,CDs_and_Vinyls,1
131804,GREAT trigger lock.. HIGHLY RECOMMENDED.,Sports_and_Outdoors,1
1038146,Goodbye Normal Street,CDs_and_Vinyls,1
889268,A phenomenal achievement.,CDs_and_Vinyls,1
102825,Love it,Baby,1
58983,Great dies,Sports_and_Outdoors,1
274408,BS&amp;T Revival Hits The Mark !!,CDs_and_Vinyls,1
141294,better than issue,Sports_and_Outdoors,1
102538,Barbra at her best,CDs_and_Vinyls,1
136828,Glad I bought this!,Beauty,1
25006,This is one funny lady,Amazon_Instant_Video,1
727816,My favorite black metal band EVER,CDs_and_Vinyls,1
10504,Recommended,Sports_and_Outdoors,1
998445,A good deal,CDs_and_Vinyls,1
223,Great Practice Net,Sports_and_Outdoors,1
379291,"A Living, Breathing Character....",CDs_and_Vinyls,1
440040,"On my ""My Fifteen Favorite Albums Ever"" list",CDs_and_Vinyls,1
120753,Brilliant!,CDs_and_Vinyls,1
133591,Very pretty!,Beauty,1
54635,LOVE THIS SLEEP SACK!,Baby,1
812088,HYPNOTIZE,CDs_and_Vinyls,1
303211,"A powerful performance of Wagner's ""powerful"" opera",CDs_and_Vinyls,1
14349,Brilliant Rap album,CDs_and_Vinyls,1
853436,"Sarah and her ""Jewel"" Diva dvd",CDs_and_Vinyls,1
105979,Can't go wrong,Baby,1
832198,Star soprano with all the high notes,CDs_and_Vinyls,1
172144,"Great quailty, just what I needed",Sports_and_Outdoors,1
414981,Sonic Bliss - the most gentle Tull album,CDs_and_Vinyls,1
823697,A collector's must have!!!,CDs_and_Vinyls,1
22880,well if this is our future.................... WOOOOOO,Amazon_Instant_Video,1
1037757,Outstandingly Good,CDs_and_Vinyls,1
86504,I have two!!,Baby,1
30142,Great brush,Beauty,1
499404,Fabulous!,CDs_and_Vinyls,1
521192,"Delicate, inspired piano playing stands out -- at last!",CDs_and_Vinyls,1
7789,An invaluable tool.,Office_Products,1
276059,Fantastic bargain!,Sports_and_Outdoors,1
177168,Two is a charm,Sports_and_Outdoors,1
959608,Return to Form,CDs_and_Vinyls,1
122038,Hang 'Em High,Sports_and_Outdoors,1
59543,"Great product and has NO tint in it, which is what I wanted",Beauty,1
1031995,Unbelievable Beauty and Detail,CDs_and_Vinyls,1
118951,ONE song beats the rest,CDs_and_Vinyls,1
978232,great gift,CDs_and_Vinyls,1
179421,love it,Beauty,1
169060,Get it,Sports_and_Outdoors,1
115035,Satisfied Customer,Beauty,1
26326,Must have daily!,Beauty,1
901230,Very Enjoyable Listen -- Great & Relaxing,CDs_and_Vinyls,1
843812,Superb,CDs_and_Vinyls,1
549847,A must own -peak of their form,CDs_and_Vinyls,1
537229,"Sad, Sad News",CDs_and_Vinyls,1
993471,"Future ""On The beach""-like favorite",CDs_and_Vinyls,1
864274,One of the best Madonna's dvds ever,CDs_and_Vinyls,1
789746,Great album,CDs_and_Vinyls,1
148971,Beautiful Noise,CDs_and_Vinyls,1
152561,Nice sleep sack,Baby,1
939188,this is how screamo should be,CDs_and_Vinyls,1
247285,Been comparing floor pumps?  You can stop now.,Sports_and_Outdoors,1
167448,Excellent quality for the price!!!,Sports_and_Outdoors,1
621432,"""First Utterance"" - One Hell of A Musical Acid Trip",CDs_and_Vinyls,1
32443,Love it...,Beauty,1
28116,WOW!,CDs_and_Vinyls,1
1034230,Fresh & Beautiful Indie Album,CDs_and_Vinyls,1
545322,Glorious SOUND!!!!,CDs_and_Vinyls,1
6371,Beautiful and Relevant!!!,CDs_and_Vinyls,1
88383,Good fitting and extremely affordable,Baby,1
15693,Great Exercise Bands,Sports_and_Outdoors,1
853521,Even Kobe scores only 79 some night,CDs_and_Vinyls,1
815119,Ahhhhhhhh...,CDs_and_Vinyls,1
986907,Matter Much to You - GREAT,CDs_and_Vinyls,1
102158,"Works Perfectly, No Aftertaste",Sports_and_Outdoors,1
1041496,If you can't make it to the concert this is a great option,CDs_and_Vinyls,1
113899,KMC Missing Link&#8230;.Awesome product,Sports_and_Outdoors,1
32423,Can't get enough!,Amazon_Instant_Video,1
358432,Awesome Album ACT ONE,CDs_and_Vinyls,1
139420,Good Quality,Sports_and_Outdoors,1
249881,Perfect,Sports_and_Outdoors,1
313781,Oh..My...God!,CDs_and_Vinyls,1
20642,My Kind of Zappa,CDs_and_Vinyls,1
702811,Two Classic 3 Dog Night Albums On One remastered Cd!,CDs_and_Vinyls,1
118341,Fantastic!,Beauty,1
525073,Evidence of theory,CDs_and_Vinyls,1
78910,Dove for Men and more,Beauty,1
78483,MAJOR ADVANTAGES OVER ALL OTHER BRANDS,Beauty,1
832238,Hard to Beat Production,CDs_and_Vinyls,1
137863,Best shower gel on the market.,Beauty,1
1097212,Willie Nelson,CDs_and_Vinyls,1
754435,wow,CDs_and_Vinyls,1
335887,"Great, Underrated Prog",CDs_and_Vinyls,1
208188,Great cleaning tools!,Sports_and_Outdoors,1
421998,Celtic fire,CDs_and_Vinyls,1
705243,Totally Awesome,CDs_and_Vinyls,1
885546,"Great music, but even better if you see them live...ie Andy Williams Drum Solo Anyone?",CDs_and_Vinyls,1
527590,Brilliant,CDs_and_Vinyls,1
429041,Music from the Highest Peak.,CDs_and_Vinyls,1
138297,Great 'scope.,Sports_and_Outdoors,1
20238,Works well on my daughter's 3A /B hair,Beauty,1
272708,Lightweight Tinder Cube Earns Its Moniker,Sports_and_Outdoors,1
148954,"Excellent case, good protection.",Sports_and_Outdoors,1
265840,Five Stars,Sports_and_Outdoors,1
324046,Undiscovered Soul,CDs_and_Vinyls,1
56724,More Lovely Playing by the Vlach Quartet,CDs_and_Vinyls,1
517687,deliciously David Bowie,CDs_and_Vinyls,1
94280,duburrs just fine - great tool,Sports_and_Outdoors,1
272253,LOVE IT,CDs_and_Vinyls,1
54553,Nice Machete,Sports_and_Outdoors,1
70997,Good,Beauty,1
113944,It's bleak in Nebraska,CDs_and_Vinyls,1
76002,"Great overnighter, baby stays dry",Baby,1
38109,looks well made with good solid welds that should stand up to hard use,Sports_and_Outdoors,1
918145,Harsh EtheReality,CDs_and_Vinyls,1
331432,A great underrated album,CDs_and_Vinyls,1
404136,Pick Up The Limited Edition Double CD!!!!!!!!!!,CDs_and_Vinyls,1
115567,Excellent bath toys.,Baby,1
141061,Randy Rhoads Rock On Through The Years With This CD!,CDs_and_Vinyls,1
848249,Love Brett Dennen..,CDs_and_Vinyls,1
127270,Good,Beauty,1
53707,Helpful,Sports_and_Outdoors,1
63539,My daughter loves this toy!,Baby,1
632156,Stunning,CDs_and_Vinyls,1
192993,Works *Nicely* My Hair is Soft!,Beauty,1
664415,"From Sun Studio to Las Vegas, More Hits",CDs_and_Vinyls,1
480738,The CD is a blast,CDs_and_Vinyls,1
137078,Lightweight & baby-loved!,Baby,1
226104,Bad cover/great music,CDs_and_Vinyls,1
782022,Memorial Album,CDs_and_Vinyls,1
183661,Five stars for originality,CDs_and_Vinyls,1
1010337,Truly Unbelievable,CDs_and_Vinyls,1
2775,On my 3rd time of viewing.,Amazon_Instant_Video,1
972450,"Folk music, with a twist.",CDs_and_Vinyls,1
189186,From the 14 year old daughter....,Beauty,1
124983,Save the Thumb,Sports_and_Outdoors,1
355062,Unbelievable...,CDs_and_Vinyls,1
1092451,Tales of the South,CDs_and_Vinyls,1
800222,Good Music is Good Music,CDs_and_Vinyls,1
513,Fuctions well and available at a good price.,Office_Products,1
367688,Great Buying experience!!,CDs_and_Vinyls,1
792350,and then some...,CDs_and_Vinyls,1
142250,Back saver!,Baby,1
790312,Time Well Spent,CDs_and_Vinyls,1
318846,Time For Reassessing Great Album By Grossly Underrated Band,CDs_and_Vinyls,1
715303,Lucia no Scala di Milano,CDs_and_Vinyls,1
125300,Great 2nd album,CDs_and_Vinyls,1
9383,LOVE,Amazon_Instant_Video,1
1047633,"Orchastrated Jazz - wow, I'm impressed!",CDs_and_Vinyls,1
16931,"Ooooh, the irony! (spoilers)",Amazon_Instant_Video,1
681406,Not enought stars,CDs_and_Vinyls,1
29991,Nice scent,Beauty,1
774779,ALL the classic on here!,CDs_and_Vinyls,1
334663,Thank you very much!,CDs_and_Vinyls,1
1001435,This is The 14th Floor.,CDs_and_Vinyls,1
250064,Bamboo and High performance,Sports_and_Outdoors,1
354265,Alan Parsons Instrumental works,CDs_and_Vinyls,1
146227,A Genuine Masterpiece,CDs_and_Vinyls,1
148568,They are very cute and keep baby interested,Baby,1
500760,ISOS 2,CDs_and_Vinyls,1
140386,Hogue Mossberg fore-end,Sports_and_Outdoors,1
21091,By far the best show on FOX,Amazon_Instant_Video,1
31619,Great Product,Beauty,1
261134,Very good case,Sports_and_Outdoors,1
258161,"Wonderful, Amazing, Spectacular!!!",CDs_and_Vinyls,1
1036932,Amazing as expected,CDs_and_Vinyls,1
1024551,surprizingly good,CDs_and_Vinyls,1
643415,Rachel Farris: A Hidden Gem,CDs_and_Vinyls,1
164064,Keeps me dry.,Sports_and_Outdoors,1
139552,Great earmuffs for shooting,Sports_and_Outdoors,1
60180,Love at first sight...,Baby,1
521276,Finding the origin in the 21st century.,CDs_and_Vinyls,1
362290,OH LAURYN! GO-GO-GO LAURYN! ITS YA BIRTHDAY WE GONNA PARTY..,CDs_and_Vinyls,1
225165,True Classics,CDs_and_Vinyls,1
963184,Fantastic album,CDs_and_Vinyls,1
80483,Sheet saver !! :D,Baby,1
143605,"Excellent, fits perfectly!",Sports_and_Outdoors,1
148984,Essential upgrade: Locking grips,Sports_and_Outdoors,1
682258,More music than just the Tuesday night music club,CDs_and_Vinyls,1
338336,design of a decade,CDs_and_Vinyls,1
431863,Intimate Yet Universal,CDs_and_Vinyls,1
455357,More than Just a Girl,CDs_and_Vinyls,1
10729,Great series...,Amazon_Instant_Video,1
1080119,A terrific album,CDs_and_Vinyls,1
1020459,great,CDs_and_Vinyls,1
44707,The Greatest Rock Documentary Ever Made Just Got Better!,CDs_and_Vinyls,1
892606,"yes, YES! This album is awesome!!!",CDs_and_Vinyls,1
180157,Yes!,Beauty,1
215920,GI Foam sleeping pad,Sports_and_Outdoors,1
112255,Vandross collection,CDs_and_Vinyls,1
682715,BLINK182,CDs_and_Vinyls,1
73430,5 Stars,Baby,1
573840,My Dear Lord,CDs_and_Vinyls,1
42803,Great little toy,Baby,1
761443,I Was Really Suprised!,CDs_and_Vinyls,1
35187,Tough compass,Sports_and_Outdoors,1
289212,Simply a Masterpiece,CDs_and_Vinyls,1
94102,An Anarcho Punk Classic.,CDs_and_Vinyls,1
376907,Midnight Cowboy: Original Motion Picture Score,CDs_and_Vinyls,1
52001,"Simply a Holiday Must, Perfect for Christmas Shopping or Christmas Dinner!",CDs_and_Vinyls,1
256561,Essential for any fan,CDs_and_Vinyls,1
68695,works very fast with small quantity,Sports_and_Outdoors,1
1077452,Radio Raheem made a very good cd,CDs_and_Vinyls,1
280838,As good as Hot Rocks,CDs_and_Vinyls,1
304026,strong Band leader&Vocals,CDs_and_Vinyls,1
576356,Most enjoyable Shostakovich on the light side of life,CDs_and_Vinyls,1
265327,One of the best &quot;best of&quot; CDs there is,CDs_and_Vinyls,1
17662,"Excellent, Excellent compilation of songs!  But NNY not original version!",CDs_and_Vinyls,1
135979,Wow!,Beauty,1
18639,Believe the hype!,Beauty,1
639648,LEFT ME BREATHLESS!,CDs_and_Vinyls,1
108084,Love Lamaze toys!,Baby,1
211307,Tough and versatile,Sports_and_Outdoors,1
639980,Those were the days...,CDs_and_Vinyls,1
96577,Outdoors,Sports_and_Outdoors,1
761866,M. Ward Sends A Postcard From the Age of Innocence,CDs_and_Vinyls,1
409847,This should be a Classic Album,CDs_and_Vinyls,1
863174,Extraordinarily Moving Music in Extraordinarily Moving Performances,CDs_and_Vinyls,1
222573,Hard rock at it's best,CDs_and_Vinyls,1
57178,"Bicycle hoist works well, screws are OK!",Sports_and_Outdoors,1
39761,Bicycle Saddle Bag,Sports_and_Outdoors,1
472180,"Finally, some original rock",CDs_and_Vinyls,1
14944,probably one of the best female lead adventure show on the market,Amazon_Instant_Video,1
596946,five stars for only a few songs,CDs_and_Vinyls,1
528266,Different type of Pop,CDs_and_Vinyls,1
236581,In german language.,CDs_and_Vinyls,1
78570,"5 star rating for the band, though more like 4.5 for the LP",CDs_and_Vinyls,1
752076,AWESOME !!!!!!!!!!!!! 10 STARS,CDs_and_Vinyls,1
335850,A welcome return to their symphonic roots,CDs_and_Vinyls,1
125930,Perfect for a baby shower,Baby,1
1058615,Toby Does It Again,CDs_and_Vinyls,1
19737,Mathmatical!,Amazon_Instant_Video,1
32120,good show,Amazon_Instant_Video,1
11093,This is the best tv show ever!,Amazon_Instant_Video,1
807451,"Very, very funny",CDs_and_Vinyls,1
7278,"G,G, was Hated but he was also LOVED",CDs_and_Vinyls,1
21696,Great Series,Amazon_Instant_Video,1
92288,Nice and bright!,Sports_and_Outdoors,1
28016,A Masterpiece,CDs_and_Vinyls,1
201653,Great deal!,Sports_and_Outdoors,1
754603,GLORIOUS BACH CONTINUES,CDs_and_Vinyls,1
1039840,So much is missing,CDs_and_Vinyls,1
6132,Pink Floyd - Pulse,CDs_and_Vinyls,1
3976,Doing well for me so far...,Beauty,1
9693,A new style takes form on here.,CDs_and_Vinyls,1
109958,Gorgeous!,Baby,1
1037346,Mr Jackson,CDs_and_Vinyls,1
101110,great transition cup,Baby,1
1076048,My favorit new CD!!!,CDs_and_Vinyls,1
1091576,Wonderful to finally see on CD!,CDs_and_Vinyls,1
12282,Good Bouncer,Baby,1
293864,"nice gift, works well",Sports_and_Outdoors,1
204383,lionhart,Sports_and_Outdoors,1
989414,Robinson's First Album,CDs_and_Vinyls,1
63644,It's a Brush,Sports_and_Outdoors,1
214292,if you buy one R.E.M. record...this is the one to check out!,CDs_and_Vinyls,1
196304,Great short swim fins!!!,Sports_and_Outdoors,1
258446,I believe there's a theme there,CDs_and_Vinyls,1
877654,Beautiful music supporting a great cause,CDs_and_Vinyls,1
214884,Ragged and Ready,CDs_and_Vinyls,1
984262,Totally of the Kylie's Top 5,CDs_and_Vinyls,1
722884,Buy this cd! NOW!,CDs_and_Vinyls,1
157415,Cord free and piece of mind...,Baby,1
882494,Operator is here,CDs_and_Vinyls,1
353365,Commercial hard rock at its best!,CDs_and_Vinyls,1
38934,Easy set up,Office_Products,1
